id,name,price,img_url,color,category,description
908,Plant Pot Drip Trays,9.99,http://dummyimage.com/127x100.png/cc0000/ffffff,Orange,Garden,Prevent water damage with drip trays for potted plants.
909,Electric Bike,899.99,http://dummyimage.com/180x100.png/cc0000/ffffff,Teal,Bicycles,Eco-friendly electric bike with a 30-mile range.
910,Creamy Coleslaw Mix,2.39,http://dummyimage.com/106x100.png/dddddd/000000,Orange,Food - Produce,Shredded cabbage and carrots for coleslaw.
911,Free-Range Eggs,3.99,http://dummyimage.com/230x100.png/cc0000/ffffff,Teal,Food - Dairy,Fresh eggs from free-range chickens.
912,Sweet Potato Fries,3.99,http://dummyimage.com/187x100.png/cc0000/ffffff,Blue,Food - Frozen Foods,"Crispy sweet potato fries, a delicious side dish."
913,Graphic Print Leggings,29.99,http://dummyimage.com/198x100.png/5fa2dd/ffffff,Puce,Clothing - Activewear,"Trendy leggings with a unique graphic print, versatile for workouts and casual wear."
914,Electric Toothbrush,49.95,http://dummyimage.com/215x100.png/dddddd/000000,Khaki,Health,Rechargeable electric toothbrush with smart timer.
915,Vegetable Pizza Rolls,6.49,http://dummyimage.com/170x100.png/dddddd/000000,Khaki,Food - Frozen Foods,"Frozen pizza rolls filled with vegetables and cheese, perfect for snacks."
916,Tomato Basil Pasta Sauce,3.99,http://dummyimage.com/180x100.png/5fa2dd/ffffff,Mauv,Food - Sauces,Rich and flavorful pasta sauce made with ripe tomatoes and basil.
917,Almond Quinoa Salad,5.99,http://dummyimage.com/224x100.png/dddddd/000000,Crimson,Food - Salads,"Healthy salad made with quinoa, almonds, and mixed greens, perfect for a light meal."
918,Puffer Winter Coat,99.99,http://dummyimage.com/167x100.png/cc0000/ffffff,Orange,Clothing - Outerwear,A warm and stylish puffer coat perfect for winter weather.
919,Multi-Cooker,89.99,http://dummyimage.com/237x100.png/5fa2dd/ffffff,Mauv,Kitchen,Versatile multi-cooker for pressure cooking and slow cooking.
920,Lentils,2.99,http://dummyimage.com/173x100.png/dddddd/000000,Orange,Food - Grains,"High in protein, perfect for soups and stews."
921,Strawberry Fruit Spread,3.59,http://dummyimage.com/225x100.png/5fa2dd/ffffff,Turquoise,Food - Jams & Jellies,Natural fruit spread bursting with real strawberry flavor.
922,Essential Oil Diffuser,34.99,http://dummyimage.com/202x100.png/dddddd/000000,Puce,Health,Ultrasonic diffuser that helps create a calming atmosphere.
923,Travel Organizer,22.99,http://dummyimage.com/238x100.png/dddddd/000000,Purple,Travel,Compact travel organizer for accessories and toiletries.
924,Rechargeable Electric Toothbrush,49.99,http://dummyimage.com/190x100.png/dddddd/000000,Aquamarine,Health,Advanced electric toothbrush for effective cleaning.
925,Cushion Covers,35,http://dummyimage.com/168x100.png/5fa2dd/ffffff,Aquamarine,Home,Set of decorative cushion covers for home decor.
926,Wireless Smart Plug,19.99,http://dummyimage.com/222x100.png/5fa2dd/ffffff,Turquoise,Smart Home,Control home appliances remotely using your smartphone app.
927,Folding Backpack Chair,49.99,http://dummyimage.com/238x100.png/ff4444/ffffff,Khaki,Outdoor,Versatile chair that easily folds up for carrying.
928,Organic Brown Rice Cakes,3.99,http://dummyimage.com/242x100.png/cc0000/ffffff,Teal,Food - Snacks,Light and crunchy rice cakes made from organic brown rice.
929,Sweet Chili Sauce,2.99,http://dummyimage.com/113x100.png/5fa2dd/ffffff,Fuscia,Food - Condiments,"A sweet and spicy sauce, great for dipping or cooking."
930,Wrap Front Midi Skirt,44.99,http://dummyimage.com/155x100.png/dddddd/000000,Indigo,Clothing - Bottoms,"Elegant midi skirt with a wrap design, great for both formal and casual events."
931,Fitbit Activity Tracker,99.99,http://dummyimage.com/194x100.png/5fa2dd/ffffff,Fuscia,Fitness,Advanced wristband that tracks daily activities and sleep.
932,Chili Powder,2.09,http://dummyimage.com/108x100.png/ff4444/ffffff,Fuscia,Food - Spices,Spicy chili powder to add heat to dishes.
933,Herb Seasoned Rice,2.99,http://dummyimage.com/210x100.png/cc0000/ffffff,Khaki,Food - Sides,A flavorful rice side dish seasoned with herbs and spices.
934,Organic Black Bean Burger,4.49,http://dummyimage.com/188x100.png/dddddd/000000,Teal,Food - Frozen Foods,Delicious plant-based burger made with organic black beans and spices.
935,Car Seat Organizer,14.99,http://dummyimage.com/231x100.png/5fa2dd/ffffff,Aquamarine,Automotive,Storage solutions for keeping your car tidy and organized.
936,Portable Hammock Swing,59.99,http://dummyimage.com/222x100.png/ff4444/ffffff,Pink,Outdoor,Lightweight and portable swing hammock for relaxing outdoors.
937,Patterned Knit Scarf,25.99,http://dummyimage.com/152x100.png/ff4444/ffffff,Maroon,Clothing - Accessories,Add a pop of color with this stylish patterned knit scarf.
938,Chili Powder,2.09,http://dummyimage.com/200x100.png/5fa2dd/ffffff,Khaki,Food - Spices,Spicy chili powder to add heat to dishes.
939,Personal Safety Alarm,12.99,http://dummyimage.com/174x100.png/dddddd/000000,Aquamarine,Safety,Compact alarm for personal safety and security.
940,Vegan Mac & Cheese,8.99,http://dummyimage.com/211x100.png/ff4444/ffffff,Turquoise,Food - Frozen,Creamy vegan mac and cheese made with cashew cheese.
941,Stylish Combat Boots,99.99,http://dummyimage.com/240x100.png/dddddd/000000,Purple,Clothing - Shoes,Bold combat boots that make a statement with any outfit.
942,Traditional Hummus,3.29,http://dummyimage.com/223x100.png/dddddd/000000,Yellow,Food - Dips,Creamy chickpea dip blended with tahini and garlic.
943,Barbecue Chicken Pizza,8.99,http://dummyimage.com/130x100.png/dddddd/000000,Maroon,Food - Frozen Foods,"Pizza topped with barbecue chicken, cheese, and red onions."
944,Slim Fit Chinos,54.99,http://dummyimage.com/101x100.png/ff4444/ffffff,Goldenrod,Clothing - Pants,Comfortable slim fit chinos for a polished look.
945,Low-Fat Yogurt,3.29,http://dummyimage.com/211x100.png/cc0000/ffffff,Purple,Food - Dairy,"Creamy yogurt with probiotics, available in various flavors."
946,Cushion Covers,35,http://dummyimage.com/242x100.png/dddddd/000000,Goldenrod,Home,Set of decorative cushion covers for home decor.
947,Athletic Sports Bra,24.99,http://dummyimage.com/120x100.png/dddddd/000000,Fuscia,Clothing - Activewear,"Supportive sports bra designed for high-impact workouts, made with moisture-wicking fabric."
948,Smartphone Camera Lens Kit,19.99,http://dummyimage.com/138x100.png/ff4444/ffffff,Violet,Photography,Upgrade your phone photography with this lens kit that includes wide-angle and macro lenses.
949,Wireless Earbuds Case,12.99,http://dummyimage.com/178x100.png/5fa2dd/ffffff,Red,Accessories,Protective case for wireless earbuds.
950,Sculpting Kit,25.99,http://dummyimage.com/198x100.png/ff4444/ffffff,Khaki,Art Supplies,Complete sculpting tools for artists.
951,Travel Pillow,22.99,http://dummyimage.com/211x100.png/5fa2dd/ffffff,Fuscia,Travel,Memory foam travel pillow for neck support.
952,Black Bean Salsa,3.49,http://dummyimage.com/120x100.png/cc0000/ffffff,Khaki,Food - Snacks,Spicy salsa made with black beans and tomatoes.
953,Indoor Plants,19.99,http://dummyimage.com/232x100.png/ff4444/ffffff,Fuscia,Garden,Assorted indoor plants for home decor.
954,Hummus Trio Pack,5.49,http://dummyimage.com/102x100.png/ff4444/ffffff,Mauv,Food - Snacks,"A variety pack of classic, roasted red pepper, and garlic hummus."
955,Caramel Apple Chips,3.49,http://dummyimage.com/209x100.png/5fa2dd/ffffff,Red,Food - Snacks,Crispy apple chips drizzled with caramel for a sweet treat.
956,Wooden Children's Play Kitchen,129.99,http://dummyimage.com/194x100.png/cc0000/ffffff,Turquoise,Toys,Interactive kitchen set for imaginative play.
957,Roasted Red Pepper Dip,3.29,http://dummyimage.com/146x100.png/ff4444/ffffff,Teal,Food - Snacks,"A blend of roasted red peppers and spices, perfect for dipping."
958,Biodegradable Phone Case,23.99,http://dummyimage.com/135x100.png/cc0000/ffffff,Fuscia,Accessories,Eco-friendly phone case designed to decompose safely.
959,Chunky Knit Sweater,59.99,http://dummyimage.com/200x100.png/ff4444/ffffff,Maroon,Clothing - Tops,Cozy oversized sweater perfect for chilly days with a textured knit design.
960,Mango Chutney,3.99,http://dummyimage.com/248x100.png/ff4444/ffffff,Mauv,Food - Condiments,Sweet and tangy mango chutney for a flavorful dip.
961,Magnetic Phone Car Mount,14.99,http://dummyimage.com/206x100.png/ff4444/ffffff,Crimson,Automotive,Strong magnetic holder for smartphones in cars.
962,Salsa Verde,3.49,http://dummyimage.com/170x100.png/ff4444/ffffff,Khaki,Food - Condiments,"Tangy green salsa made with tomatillos, perfect for tacos."
963,Maple Bacon Jerky,6.99,http://dummyimage.com/236x100.png/ff4444/ffffff,Crimson,Food - Meat,Savory bacon jerky coated with maple flavoring.
964,Portable Hammock,27.99,http://dummyimage.com/130x100.png/5fa2dd/ffffff,Violet,Outdoor,Lightweight hammock for easy setup anywhere.
965,Basic V-Neck T-Shirt,19.99,http://dummyimage.com/227x100.png/ff4444/ffffff,Maroon,Clothing - Tops,A staple v-neck t-shirt that pairs well with anything.
966,Plant Pot Drip Trays,9.99,http://dummyimage.com/178x100.png/dddddd/000000,Goldenrod,Garden,Prevent water damage with drip trays for potted plants.
967,Maple Pecan Pancake Mix,4.99,http://dummyimage.com/104x100.png/ff4444/ffffff,Blue,Food - Breakfast,"A fluffy pancake mix infused with maple and pecans, perfect for a hearty breakfast."
968,Honeycrisp Apples,1.89,http://dummyimage.com/239x100.png/ff4444/ffffff,Orange,Food - Produce,"Crisp and sweet Honeycrisp apples, freshly picked."
969,Cheddar Cheese Crackers,2.29,http://dummyimage.com/208x100.png/ff4444/ffffff,Blue,Food - Snacks,Crunchy crackers topped with real cheddar cheese flavor.
970,Roasted Chickpeas,2.99,http://dummyimage.com/111x100.png/dddddd/000000,Indigo,Food - Snacks,Crispy roasted chickpeas seasoned to perfection
971,Linen Trousers,44.99,http://dummyimage.com/231x100.png/5fa2dd/ffffff,Red,Clothing - Bottoms,Breathable linen trousers perfect for hot weather.
972,Electric Wax Warmer,22.99,http://dummyimage.com/220x100.png/5fa2dd/ffffff,Maroon,Home,Wax warmer for creating a soothing atmosphere with fragrances.
973,Sushi Rice,3.99,http://dummyimage.com/160x100.png/dddddd/000000,Aquamarine,Food - Grains,Short-grain sushi rice for perfect rolls.
974,Snap-On Tupperware Set,34.99,http://dummyimage.com/220x100.png/5fa2dd/ffffff,Indigo,Kitchen,Durable and versatile food storage containers.
975,Cushion Covers,35,http://dummyimage.com/107x100.png/dddddd/000000,Maroon,Home,Set of decorative cushion covers for home decor.
976,Vegan Tacos,7.49,http://dummyimage.com/130x100.png/5fa2dd/ffffff,Teal,Food - Frozen Foods,Frozen vegan tacos filled with plant-based protein and spices.
977,LED Flashlight,19.99,http://dummyimage.com/242x100.png/cc0000/ffffff,Mauv,Outdoor,Bright LED flashlight with adjustable beam.
978,Dill Pickle Chips,2.29,http://dummyimage.com/196x100.png/cc0000/ffffff,Turquoise,Food - Condiments,Crispy dill pickles that are perfect for snacking or sandwiches.
979,Sweet Potato Noodles,3.79,http://dummyimage.com/182x100.png/5fa2dd/ffffff,Aquamarine,Food - Pasta,"Pasta alternative made from sweet potatoes, gluten-free and rich in flavor."
980,Mini Air Purifier,49.99,http://dummyimage.com/245x100.png/ff4444/ffffff,Goldenrod,Health,Battery-operated air purifier for small spaces.
981,Sriracha Sauce,3.19,http://dummyimage.com/229x100.png/dddddd/000000,Blue,Food - Condiments,Spicy chili sauce for an extra kick in your meals.
982,Sports Bottle,15.99,http://dummyimage.com/234x100.png/5fa2dd/ffffff,Aquamarine,Fitness,BPA-free sports bottle with flip-top lid.
983,Premium Flashlight,19.99,http://dummyimage.com/243x100.png/cc0000/ffffff,Pink,Outdoor,High-intensity flashlight with adjustable focus and brightness.
984,Air Fryer Oven,149.99,http://dummyimage.com/237x100.png/5fa2dd/ffffff,Fuscia,Kitchen,"Versatile air fryer that also roasts, bakes, and broils."
985,Electric Stir Fry Pan,49.99,http://dummyimage.com/232x100.png/cc0000/ffffff,Crimson,Kitchen,Large stir fry pan with non-stick surface.
986,Cucumber Relish,3.39,http://dummyimage.com/117x100.png/ff4444/ffffff,Fuscia,Food - Condiments,"Sweet relish made from cucumbers, perfect for sandwiches."
987,Denim Jacket,69.99,http://dummyimage.com/142x100.png/dddddd/000000,Puce,Clothing - Outerwear,A classic denim jacket that never goes out of style.
988,Dark Chocolate Covered Raisins,3.99,http://dummyimage.com/134x100.png/ff4444/ffffff,Orange,Food - Snacks,Satisfy your sweet tooth with these dark chocolate-covered raisins.
989,Magnetic Spice Jars,24.99,http://dummyimage.com/190x100.png/ff4444/ffffff,Khaki,Kitchen,Convenient magnetic jars for easy spice storage.
990,Barbecue Chicken Pizza,8.99,http://dummyimage.com/102x100.png/dddddd/000000,Yellow,Food - Frozen Foods,"Pizza topped with barbecue chicken, cheese, and red onions."
991,Bodyweight Resistance Bands,22.99,http://dummyimage.com/211x100.png/dddddd/000000,Violet,Fitness,Set of resistance bands for strength training at home.
992,Savory Quinoa Pudding,2.99,http://dummyimage.com/120x100.png/cc0000/ffffff,Blue,Food - Sides,"A delicious savory quinoa pudding, great as a side dish."
993,Non-Stick Grill Mat,19.99,http://dummyimage.com/201x100.png/ff4444/ffffff,Crimson,Outdoor,Reusable mat that prevents food from sticking to the grill.
994,Lentil Soup (canned),1.99,http://dummyimage.com/115x100.png/ff4444/ffffff,Crimson,Food - Canned Goods,Hearty lentil soup for a quick meal.
995,Emergency Preparedness Kit,99.99,http://dummyimage.com/159x100.png/ff4444/ffffff,Green,Safety,Complete kit for emergency situations including food and water.
996,Classic Cheesecake Mix,4.99,http://dummyimage.com/220x100.png/ff4444/ffffff,Red,Food - Desserts,"A simple, no-bake cheesecake mix to create your own delicious cheesecake."
997,Italian Meatballs,8.49,http://dummyimage.com/225x100.png/5fa2dd/ffffff,Green,Food - Meat,"Juicy meatballs made with a blend of beef and pork, seasoned with Italian herbs."
998,Juice Extractor,99.99,http://dummyimage.com/135x100.png/5fa2dd/ffffff,Mauv,Kitchen,Efficient juicer for fresh fruit and vegetable juices.
999,Electric Fondue Pot,39.99,http://dummyimage.com/170x100.png/5fa2dd/ffffff,Puce,Kitchen,Set for making fondue at home.
1000,Ground Turkey,5.49,http://dummyimage.com/110x100.png/cc0000/ffffff,Pink,Food - Meat,"Lean and versatile ground turkey, perfect for various dishes."
